idx,key,uid,title,year,url,tracklist
112,"('Dick Hyman', 'Dick Hyman Plays Duke Ellington')",687613,Dick Hyman Plays Duke Ellington,0,https://www.discogs.com/master/687613-Dick-Hyman-Dick-Hyman-Plays-Duke-Ellington,"[<Track '1' 'Jubilee Stomp'>, <Track '2' 'Drop Me Off At Harlem'>, <Track '3' 'The Clothed Woman'>, <Track '4' 'Sophisticated Lady'>, <Track '5' ""Doin' The Voom Voom"">, <Track '6' 'On A Turquoise Cloud'>, <Track '7' 'All Too Soon'>, <Track '8' 'Tonk'>, <Track '9' 'I Let A Song Go Out Of My Heart'>, <Track '10' 'Echoes Of Harlem'>, <Track '11' 'Prelude To A Kiss'>, <Track '12' ""The Gal From Joe's"">, <Track '13' 'Day Dream'>, <Track '14' 'Come Sunday'>]"
113,"('Kris Davis', 'Aeriol Piano')",3174898,Aeriol Piano,2011,https://www.discogs.com/release/3174898-Kris-Davis-Aeriol-Piano,"[<Track '1' 'All The Things You Are'>, <Track '2' 'Saturn Return'>, <Track '3' 'A Different Kind Of Sleep'>, <Track '4' 'Good Citizen'>, <Track '5' 'Beam The Eyes'>, <Track '6' 'Stone'>, <Track '7' 'The Last Time'>, <Track '8' 'Work For Water'>]"
114,"('Dick Hyman', 'House Of Pianos')",13121919,House Of Pianos,2015,https://www.discogs.com/release/13121919-Dick-Hyman-House-Of-Pianos,"[<Track '1' 'Send In The Clowns'>, <Track '2' 'Sweet Georgia Brown'>, <Track '3' 'Yesterdays'>, <Track '4' 'Blue Monk'>, <Track '5' 'Ugly Beauty'>, <Track '6' 'Beat The Clock Theme'>, <Track '7' 'All The Things You Are'>, <Track '8' 'Theme From The Purple Rose Of Cairo'>, <Track '9' 'Misterioso'>, <Track '10' 'Take The A Train'>]"
115,"('Tete Montoliu', 'The Music I Like To Play - Vol. 3')",10122981,The Music I Like To Play - Vol. 3 - Let's Call This,1991,https://www.discogs.com/release/10122981-Tete-Montoliu-The-Music-I-Like-To-Play-Vol-3-Lets-Call-This,"[<Track '1' 'Straight No Chaser'>, <Track '2' 'Reflections'>, <Track '3' 'In Walked Bud'>, <Track '4' 'Misterioso'>, <Track '5' ""Well You Needn't"">, <Track '6' 'April In Paris'>, <Track '7' ""Let's Call This"">, <Track '8' 'Sweet And Lovely'>, <Track '9' 'Blues Five Spot'>, <Track '10' ""Monk's Mood"">, <Track '11' 'Rhythm-A-Ning'>]"
116,"('Dave McKenna', 'Dancing In The Dark')",524026,Dancing In The Dark (And Other Music Of Arthur Schwartz),1986,https://www.discogs.com/master/524026-Dave-McKenna-Dancing-In-The-Dark-And-Other-Music-Of-Arthur-Schwartz,"[<Track 'A1' 'By Myself'>, <Track 'A2' 'A Shine On Your Shoes'>, <Track 'A3' 'I See Your Face Before Me'>, <Track 'A4' 'Alone Together'>, <Track 'A5' ""I Guess I'll Have To Change My Plan"">, <Track 'A6' 'You And The Night And The Music'>, <Track 'B1' 'Dancing In The Dark'>, <Track 'B2' 'Something To Remember You By'>, <Track 'B3' 'New Sun In The Sky'>, <Track 'B4' 'Oh, But I Do'>, <Track 'B5' 'A Gal In Galico'>]"
117,"('Fred Hersch', 'The Maybeck Recital Series, Vol. 31')",6083641,At Maybeck,1994,https://www.discogs.com/release/6083641-Fred-Hersch-At-Maybeck,"[<Track '1' 'Embraceable You'>, <Track '2' 'Haunted Heart'>, <Track '3' 'In Walked Bud'>, <Track '4' ""You Don't Know What Love Is"">, <Track '5' 'If I Loved You'>, <Track '6' 'Heartsong'>, <Track '7' 'Everything I Love'>, <Track '8' 'Sarabande'>, <Track '9' 'The Song Is You'>, <Track '10' ""Ramblin'"">, <Track '11' 'Body And Soul'>]"
118,"('George Colligan', 'Small Room')",6008014,Small Room,1999,https://www.discogs.com/release/6008014-George-Colligan-Small-Room,"[<Track '1' 'I Love Music'>, <Track '2' 'Afterthought'>, <Track '3' ""Exile's Gate"">, <Track '4' 'Elves'>, <Track '5' 'The Dolphin'>, <Track '6' 'When Your Lover Has Gone'>, <Track '7' 'Small Room'>, <Track '8' ""Rule's End"">, <Track '9' 'Voyage'>, <Track '10' 'Quincy'>, <Track '11' 'Some Other Time'>, <Track '12' 'Caravan'>, <Track '13' 'Only Trust Your Heart'>]"
119,"('Alan Broadbent', 'Heart to Heart -  Solo Piano')",12936381,Heart to Heart,2013,https://www.discogs.com/release/12936381-Alan-Broadbent-Heart-to-Heart,"[<Track '1' 'Hello My Lovely'>, <Track '2' 'Heart To Heart'>, <Track '3' 'Alone Together'>, <Track '4' 'Now And Then'>, <Track '5' 'Journey Home'>, <Track '6' 'Blue In Green'>, <Track '7' 'Love Is The Thing'>, <Track '8' 'Lonely Woman'>, <Track '9' 'Cherokee'>]"
120,"('Brad Mehldau', 'Suite -  April 2020')",15927559,Suite: April 2020,2020,https://www.discogs.com/release/15927559-Brad-Mehldau-Suite-April-2020,"[<Track 'A1' 'I. Waking Up'>, <Track 'A2' 'II. Stepping Outside'>, <Track 'A3' 'III. Keeping Distance'>, <Track 'A4' 'IV. Stopping, Listening: Hearing'>, <Track 'A5' 'V. Remembering Before All This'>, <Track 'A6' 'VI. Uncertainty'>, <Track 'A7' 'VII. - The Day Moves By -'>, <Track 'A8' 'VIII. Yearning'>, <Track 'A9' 'IX. Waiting'>, <Track 'B1' 'X. In The Kitchen'>, <Track 'B2' 'XI. Family Harmony'>, <Track 'B3' 'XII. Lullaby'>, <Track 'B4' ""Don't Let It Bring You Down"">, <Track 'B5' 'New York State Of Mind'>, <Track 'B6' 'Look For The Silver Lining'>]"
121,"('Dick Hyman', 'Century Of Jazz Piano 5cd+dvd')",13420939,Dick Hyman's Century of Jazz Piano,2009,https://www.discogs.com/release/13420939-Dick-Hyman-Dick-Hymans-Century-of-Jazz-Piano,"[<Track '' 'Group I: Ragtime: First Signs, Birth, Flowering'>, <Track '' 'Gottschalk Sampler'>, <Track '1-2' 'Maple Leaf Rag'>, <Track '1-3' 'Charleston Rags (Sounds Of Africa)'>, <Track '1-4' 'Heliotrope Bouquet'>, <Track '1-5' 'Pleasant Moments'>, <Track '' 'Group II: Ragtime: The Latin Tinge'>, <Track '1-6' 'Solace (A Mexican Serenade)'>, <Track '1-7' 'Odeon'>, <Track '1-8' 'Porto Rico'>, <Track '1-9' 'The Crave'>, <Track '' 'Group III: James P., Father Of Stride Piano'>, <Track '1-10' 'Carolina Shout'>, <Track '1-11' 'Snowy Morning Blues'>, <Track '1-12' 'Caprice Rag'>, <Track '1-13' ""You've Got To Be Modernistic"">, <Track '' 'Group IV: Jelly Roll, Earl, Early Mary Lou'>, <Track '1-14' 'Shreveport Stomp'>, <Track '1-15' 'A Monday Date'>, <Track '1-16' 'Night Life'>, <Track '' 'Group I: George Gershwin As Published, Plus New Variations'>, <Track '2-1' 'Rialto Ripples'>, <Track '2-2' ""Liza (All The Cloud'll Soon Roll By)"">, <Track '2-3' 'Do-Do-Do'>, <Track '' 'Group II: Varieties Of Novelty Piano'>, <Track '2-4' 'Kitten On The Keys'>, <Track '2-5' 'Nickel In The Slot'>, <Track '2-6' 'Soliloquy'>, <Track '2-7' 'In A Mist (Bixology)'>, <Track '2-8' 'Little Rock Getaway'>, <Track '' 'Group III: Ancient Blues And Boogie-Woogie'>, <Track '2-9' 'Honky Tonk Train (Blues)'>, <Track '2-10' ""(Pine Top's) Boogie Woogie"">, <Track '2-11' 'Yancey Special'>, <Track '2-12' ""Rollin' The Boogie"">, <Track '2-13' 'Vicksburg Blues'>, <Track '' 'Group IV: Fats And The Lion'>, <Track '2-14' 'Fingerbuster'>, <Track '2-15' ""Viper's Drag"">, <Track '2-16' 'Handful Of Keys'>, <Track '' 'Group V: Art Tatum: God Is In The House'>, <Track '2-17' 'Tea For Two'>, <Track '2-18' 'Body And Soul'>, <Track '' ""Group VI: Teddy's School Of Swing"">, <Track '2-19' ""I've Got The World On A String"">, <Track '2-20' ""Complainin'"">, <Track '2-21' 'Three Little Words'>, <Track '' 'Group I: The Duke & Sweetpea'>, <Track '3-1' 'The Clothed Woman'>, <Track '3-2' 'Tonk'>, <Track '3-3' 'Sophisticated Lady'>, <Track '3-4' 'Lotus Blossom (Charlotte Russe)'>, <Track '' 'Group II: Swingers: The Count, The King, Errol And Dave McKenna'>, <Track '3-5' 'Basie In Brief'>, <Track '3-6' ""It's Only A Paper Moon"">, <Track '3-7' '16 For McKenna'>, <Track '3-8' 'Song Without Words'>, <Track '' 'Group III: Beboppers'>, <Track '3-9' ""All God's Chillun Got Rhythm"">, <Track '3-10' 'How High The Moon'>, <Track '3-11' 'Lullaby Of Birdland'>, <Track '' 'Group IV: Later Blues And Funk'>, <Track '3-12' ""Doodlin'"">, <Track '3-13' 'Funkus Delictus'>, <Track '3-14' ""Moanin'"">, <Track '3-15' 'Rose Room'>, <Track '' 'Group I: Monk Variations'>, <Track '4-1' ""'Round (About) Midnight"">, <Track '4-2' ""Well, You Needn't"">, <Track '4-3' 'Misterioso'>, <Track '4-4' 'Blue Monk'>, <Track '4-5' 'Evidence'>, <Track '' 'Group II: New Directions'>, <Track '4-6' 'Blue Rondo A La Turk'>, <Track '4-7' 'Kaleidoscope / A Delicate Balance'>, <Track '4-8' 'Spain'>, <Track '4-9' 'Dolphin Dance'>, <Track '' 'Group III: Lenny To Bill'>, <Track '4-10' 'Topology'>, <Track '4-11' 'Time Remembered'>, <Track '4-12' 'Poor Butterfly'>, <Track '' 'Group IV: Improvs On Standards'>, <Track '4-13' 'Django'>, <Track '4-14' 'Giant Steps'>, <Track '4-15' 'What Is This Thing Called Love'>, <Track '' 'Group I: Unstructured Free Improvs'>, <Track '5-1' 'The Venice Concert'>, <Track '5-2' 'Convocation Of The Winds'>, <Track '5-3' 'Three Short Ones'>, <Track '5-4' 'Corkscrews'>, <Track '' 'Group II: Spur Of The Moment'>, <Track '5-5' 'Parable For A Parrot'>, <Track '5-6' 'In The Fullness Of Time'>, <Track '5-7' 'Days With Julia'>, <Track '5-8' 'The Last Word'>, <Track '5-9' 'Have You Heard?'>, <Track '' 'Group III: With A Little Help From A Friend'>, <Track '5-10' 'The Minotaur'>, <Track '' 'Group IV: Keyboard Partners'>, <Track '5-11' 'The Charlap Line'>, <Track '5-12' 'Impromptu For Two Pianos'>, <Track '5-13' 'Waltzing With Hank'>, <Track '5-14' ""Roger's 21st Century Funk"">, <Track '5-15' 'A Little Bit Of John'>, <Track '5-16' 'Derek Chews It Up'>, <Track '5-17' 'Ralph, Stridemeister'>, <Track '5-18' 'Elegant Dr. Billy'>, <Track '5-19' 'A Small Memorial To Wellstood'>, <Track '5-20' 'Is He Blue?'>, <Track '5-21' ""Kansas City Dreamin'"">, <Track '5-22' ""Joe's Special Thing"">, <Track '5-23' 'Christmas With Paul'>, <Track '' 'Group V: Etudes For Jazz Piano (""In The Styles Of The Great Pianists"")'>, <Track '5-24' 'Decatur Stomp'>, <Track '5-25' ""Struttin' On A Sunny Day"">, <Track '5-26' ""Cuttin' Loose"">, <Track '5-27' 'Ivory Strides'>, <Track '5-28' 'Pass It Along'>, <Track '5-29' 'South Side Boogy'>, <Track '5-30' 'Ocean Languor'>, <Track '5-31' 'Onyx Mood'>, <Track '5-32' 'Bouncing In F Minor'>, <Track '5-33' 'Bird In The Roost'>, <Track '5-34' 'Deep Groove'>, <Track '5-35' 'Roses & Cream'>, <Track '5-36' 'Time Play'>, <Track '5-37' 'Passage'>, <Track '' 'DVD'>, <Track '6-1' 'Hands-On Lesson #1'>, <Track '6-2' 'Hands-On Lesson #2'>, <Track '6-3' 'Hands-On Lesson #3'>, <Track '6-4' 'Hands-On Lesson #4'>, <Track '6-5' 'Hands-On Lesson #5'>, <Track '6-6' 'Hands-On Lesson #6'>, <Track '6-7' 'Hands-On Lesson #7'>, <Track '6-8' 'Hands-On Lesson #8'>, <Track '6-9' 'Hands-On Lesson #9'>, <Track '6-10' 'Hands-On Lesson #10'>, <Track '6-11' 'Hands-On Lesson #11'>, <Track '6-12' 'Hands-On Lesson #12'>, <Track '6-13' 'Hands-On Lesson #13'>, <Track '6-14' 'Bonus Performance #1'>, <Track '6-15' 'Bonus Performance #2'>, <Track '6-16' 'Bonus Performance #3'>, <Track '6-17' 'Bonus Performance #4'>]"
122,"('Renee Rosnes', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
123,"('Bill Cunliffe', 'That Time of Year')",,,,,
124,"('Ray Bryant', 'In the Back Room (Live)')",14535006,In The Back Room,2008,https://www.discogs.com/release/14535006-Ray-Bryant-In-The-Back-Room,"[<Track '1' 'Lullaby'>, <Track '2' ""Keepin' Out Of Mischief Now"">, <Track '3' 'Black And Blue'>, <Track '4' 'The Impossible Rag'>, <Track '5' 'Jitterbug Waltz'>, <Track '6' 'In The Back Room'>, <Track '7' 'Little Girl'>, <Track '8' ""Ain't Misbehaving"">, <Track '9' 'If I Could Be With You'>, <Track '10' 'Honeysuckle Rose'>, <Track '11' 'Easy To Love'>, <Track '12' 'St. Louis Blues'>]"
125,"('Marcus Roberts', 'Marcus Roberts -  The Joy of Joplin')",865206,The Joy Of Joplin,1998,https://www.discogs.com/master/865206-Marcus-Roberts-The-Joy-Of-Joplin,"[<Track '1' 'The Entertainer'>, <Track '2' 'Maple Leaf Rag'>, <Track '3' ""Everything's Cool"">, <Track '4' 'Hidden Hues'>, <Track '5' 'From Rags To Riches'>, <Track '6' 'The Easy Winners'>, <Track '7' ""Bethena's Waltz"">, <Track '8' 'Play What You Hear'>, <Track '9' ""Play What's Written"">, <Track '10' 'The Joy Of Joplin'>, <Track '11' 'Magnetic Rag'>, <Track '12' 'Elite Syncopation'>, <Track '13' 'Before The Party Begins'>, <Track '14' 'After The Party Is Over'>, <Track '15' 'Gladiolus Rag'>, <Track '16' 'A Real Slow Drag'>]"
126,"('Chick Corea', 'Solo Piano -  Standards')",1305940,Solo Piano: Standards (Part Two),2000,https://www.discogs.com/master/1305940-Chick-Corea-Solo-Piano-Standards-Part-Two,"[<Track '1' ""Monk's Dream"">, <Track '2' 'But Beautiful'>, <Track '3' 'Blue Monk'>, <Track '4' 'Ask Me Now'>, <Track '5' 'Thinking Of You'>, <Track '6' 'Yesterdays'>, <Track '7' 'Dusk In Sandi'>, <Track '8' 'It Could Happen To You'>, <Track '9' ""'Round Midnight"">, <Track '10' 'So In Love'>, <Track '11' 'How Deep Is The Ocean'>, <Track '12' 'Oblivion'>, <Track '13' 'Brazil'>]"
127,"('Alan Pasqua', 'Russian Peasant')",12617467,Russian Peasant,1999,https://www.discogs.com/release/12617467-Alan-Pasqua-Russian-Peasant,"[<Track '1' 'With Your Heart In Mind'>, <Track '2' 'Slow Excavation'>, <Track '3' ""It's A Long, Long Winter"">, <Track '4' 'Forest Of Blue'>, <Track '5' 'Russian Peasant'>, <Track '6' 'The Dream'>, <Track '7' 'Dance By The Sea'>, <Track '8' 'Blessing'>]"
128,"('Hank Jones', 'Handful Of Keys')",2449037,"Handful Of Keys - The Music Of Thomas ""Fats"" Waller",1992,https://www.discogs.com/release/2449037-Hank-Jones-Handful-Of-Keys-The-Music-Of-Thomas-Fats-Waller,"[<Track '1' 'Handful Of Keys'>, <Track '2' ""I'm More Than Satisfied"">, <Track '3' 'How Come You Do Me Like You Do ?'>, <Track '4' ""Ain't Misbehavin'"">, <Track '5' 'Honeysuckle Rose'>, <Track '6' ""Please Don't Talk About Me When I'm Gone"">, <Track '7' 'What Did I Do To Be So Black And Blue'>, <Track '8' ""Spreadin' Rhythm Around"">, <Track '9' ""I've Got A Feeling I'm Falling"">, <Track '10' ""Your Feet's Too Big"">, <Track '11' 'Squeeze Me'>, <Track '12' 'Sunday'>, <Track '13' 'The Jitterbug Waltz'>, <Track '14' 'How Ya, Baby ?'>, <Track '15' 'Keeping Out Of Mischief Now'>, <Track '16' 'Believe It, Beloved'>]"
129,"('Abdullah Ibrahim', 'Solotude')",21629569,Solotude,2021,https://www.discogs.com/release/21629569-Abdullah-Ibrahim-Solotude,"[<Track 'A1' 'Mindiff'>, <Track 'A2' 'Trieste My Love'>, <Track 'A3' 'Nisa'>, <Track 'A4' 'Blue Bolero'>, <Track 'A5' 'In-Tempo'>, <Track 'A6' 'Dreamtime'>, <Track 'A7' 'Blue Bolero (First Reprise)'>, <Track 'A8' 'Peace'>, <Track 'A9' 'Blues For A Hip King'>, <Track 'B1' 'District 6'>, <Track 'B2' 'Tokai'>, <Track 'B3' 'District 6 (Reprise)'>, <Track 'B4' 'Pula'>, <Track 'B5' 'Sotho Blue'>, <Track 'B6' 'Blue Bolero (Second Reprise)'>, <Track 'B7' 'Did You Hear That Sound?'>, <Track 'B8' 'In The Evening'>, <Track 'B9' 'Once Upon A Midnight'>, <Track 'B10' 'The Wedding'>, <Track 'B11' 'Signal On The Hill'>]"
130,"('Edward Simon', 'Solo Live')",22999310,Solo Live,2021,https://www.discogs.com/release/22999310-Edward-Simon-Solo-Live,"[<Track '1' 'Lush Life'>, <Track '2' ""Monk's Deam"">, <Track '3' ""Monk's Mood"">, <Track '4' 'Country'>, <Track '5' 'I Loves You, Porgy'>]"
131,"('Michel Camilo', ""What's Up"")",6428949,What's Up?,2013,https://www.discogs.com/release/6428949-Michel-Camilo-Whats-Up,"[<Track '1' ""What's Up?"">, <Track '2' 'A Place In Time'>, <Track '3' 'Take Five'>, <Track '4' ""Sandra's Serenade"">, <Track '5' 'Island Beat'>, <Track '6' 'Alone Together'>, <Track '7' 'Paprika'>, <Track '8' 'Love For Sale'>, <Track '9' 'Chan Chan'>, <Track '10' 'On Fire '>, <Track '11' 'At Dawn'>]"
132,"('Robi Botos', 'Oscar, With Love -  The Songs of Oscar Peterson')",14865300,"Oscar, With Love",2020,https://www.discogs.com/release/14865300-Various-Oscar-With-Love,"[<Track 'A1' 'The Contessa'>, <Track 'A2' 'Blues For Smedley'>, <Track 'A3' 'Céline‘s Waltz'>, <Track 'A4' 'A Little Jazz Exercise'>, <Track 'B1' 'Bossa Beguine'>, <Track 'B2' 'Cool Walk'>, <Track 'B3' 'Dream Of Me'>, <Track 'C1' 'Sushi'>, <Track 'C2' 'Ballad For Benny Carter'>, <Track 'C3' 'On Danish Shore'>, <Track 'D1' 'If I Love Again'>, <Track 'D2' 'Tranquille'>, <Track 'D3' 'Wheatland'>, <Track 'D4' 'Take Me Home'>, <Track 'E1' 'If You Only Knew Me'>, <Track 'E2' 'Love Ballade'>, <Track 'E3' 'The Gentle Waltz'>, <Track 'F1' 'Announcement'>, <Track 'F2' 'Laurentide Waltz'>, <Track 'F3' 'Harcourt Nights'>, <Track 'G1' 'Summertime'>, <Track 'G2' 'Why Think About Tomorrow?'>, <Track 'G3' 'Morning'>, <Track 'H1' 'Dear Oscar'>, <Track 'H2' 'I Remember OP'>, <Track 'H3' 'Sir Lancewell'>, <Track 'H4' 'Trust'>, <Track 'I1' 'One For Oscar'>, <Track 'I2' 'The Smudge'>, <Track 'I3' 'OP‘s Boogie'>, <Track 'I4' 'Oscar‘s New Camera'>, <Track 'J1' 'Emmanuel'>, <Track 'J2' 'Look What You‘ve Done To Me'>, <Track 'J3' 'Goodbye Old Friend'>, <Track 'J4' 'Hymn To Freedom'>, <Track 'J5' 'When Summer Comes'>]"
133,"('Alan Pasqua', 'Soliloquy')",12944502,Soliloquy,2018,https://www.discogs.com/release/12944502-Alan-Pasqua-Soliloquy,"[<Track '1' 'Hello Young Lovers'>, <Track '2' ""I Got It Bad And That Ain't Good"">, <Track '3' 'Lotus Blossom'>, <Track '4' 'I See Your Face Before Me'>, <Track '5' 'In A Sentimental Mood'>, <Track '6' 'Embraceable You'>, <Track '7' ""Isn't It Romantic"">, <Track '8' 'Girl From The North Country'>, <Track '9' 'A Time For Love'>, <Track '10' 'There Are Such Things'>]"
134,"('Adam Birnbaum', 'Cole Porter on a Steinway, Vol. 1')",15103805,"Cole Porter On A Steinway, Vol. 1",2019,https://www.discogs.com/release/15103805-Cole-Porter-Cole-Porter-On-A-Steinway-Vol-1,"[<Track '1' 'I Get A Kick Out Of You'>, <Track '2' 'You Do Something To Me'>, <Track '3' 'Just One Of Those Things'>, <Track '4' 'I Love You'>, <Track '5' 'In The Still Of The Night'>, <Track '6' ""I've Got You Under My Skin"">, <Track '7' 'Night And Day'>, <Track '8' ""Let's Do It, Let's Fall In Love"">, <Track '9' 'Get Out Of Town'>, <Track '10' 'Gay Divorce: After You, Who?'>, <Track '11' 'Easy To Love'>, <Track '12' ""Ev'ry Time We Say Goodbye"">]"
135,"('Abdullah Ibrahim', ""Ode to Duke Ellington (At Duke's Place)"")",464133,Ode To Duke Ellington,1998,https://www.discogs.com/release/464133-Abdullah-Ibrahim-Ode-To-Duke-Ellington,"[<Track '1' 'Impressions On A Caravan'>, <Track '2' 'Solitude'>, <Track '3' 'Ode To Duke'>, <Track '4' 'In A Sentimental Mood'>, <Track '5' ""What Really Happened In The Cornfields Is That The Birds Made Music All The Day And So I Let A Song Go Out Of My Heart At Duke's Place"">, <Track '' 'Two Spirituals'>, <Track '' 'Rose Got It Bad In Harlem'>]"
136,"('Kenny Barron', 'Peruvian Blue')",546898,Peruvian Blue,1974,https://www.discogs.com/master/546898-Kenny-Barron-Peruvian-Blue,"[<Track 'A1' 'Peruvian Blue'>, <Track 'A2' 'Blue Monk'>, <Track 'A3' 'The Procession'>, <Track 'B1' 'Two Areas'>, <Track 'B2' ""Here's That Rainy Day"">, <Track 'B3' 'In The Meantime'>]"
137,"('Chick Corea', 'Plays')",16083815,Plays,2020,https://www.discogs.com/release/16083815-Chick-Corea-Plays,"[<Track 'A1' 'Chick Talks Mozart And Gershwin'>, <Track 'A2' 'Mozart: Piano Sonta In F, KV332 (2nd Part - Adagio)'>, <Track 'A3' 'Someone To Watch Over Me'>, <Track 'A4' 'Improvisation On Scarlatti'>, <Track 'A5' 'Scarlatti: Sonata In D Minor K9, L413 Allegro'>, <Track 'B1' 'Yesterdays'>, <Track 'B2' 'Chick Talks Bill Evans And Antonio Jobim'>, <Track 'B3' 'Waltz For Debby'>, <Track 'B4' 'Desafinado'>, <Track 'C1' 'Chopin: Prelude Op.28 #4'>, <Track 'C2' 'Scriabin: Prelude Op. II (Part I) #4'>, <Track 'C3' 'Chick Talks Monk'>, <Track 'C4' 'Pannonica'>, <Track 'C5' 'Trinkle Trinkle'>, <Track 'C6' 'Blue Monk'>, <Track 'D1' 'Pastime Paradise'>, <Track 'D2' 'Chick Talks Paco'>, <Track 'D3' 'The Yellow Nimbus'>, <Track 'D4' 'Chick Talks Portraits'>, <Track 'D5' 'Portrait: Henrietta'>, <Track 'D6' 'Portrait: Chris'>, <Track 'E1' 'Chick Talks Duets'>, <Track 'E2' 'Duet: Yaron'>, <Track 'E3' 'Duet: Charles'>, <Track 'E4' ""Chick Talks Children Songs's"">, <Track 'E5' ""Children's Song No.1"">, <Track 'E6' ""Children's Song No.3"">, <Track 'E7' ""Children's Song No.4"">, <Track 'E8' ""Children's Song No.9"">, <Track 'F1' ""Children's Song No.10"">, <Track 'F2' ""Children's Song No.15"">, <Track 'F3' ""Children's Song No.17"">, <Track 'F4' ""Children's Song No.12"">]"
138,"('Bill Cunliffe', 'Cunliffe, Bill -  Satisfaction')",17458234,Satisfaction,1998,https://www.discogs.com/release/17458234-Bill-Cunliffe-Satisfaction,"[<Track '1' 'My Heart Stood Still'>, <Track '2' 'Back At The Chicken Shack'>, <Track '3' 'Adagio'>, <Track '4' 'Corcovado'>, <Track '5' 'But Beautiful'>, <Track '6' ""(I Can't Get No) Satisfaction"">, <Track '7' 'Polka Dots And Moonbeams'>, <Track '8' 'That Warm Feeling'>, <Track '9' 'Lost Weekend'>, <Track '10' 'To Ruth'>, <Track '11' 'I Want To Talk About You'>, <Track '12' 'You And The Night And The Music'>, <Track '13' 'I Have Dreamed'>]"
139,"('Brad Mehldau', ""Marian McPartland's Piano Jazz with Brad Mehldau"")",1509014,Marian McPartland's Piano Jazz With Guest Brad Mehldau,2007,https://www.discogs.com/master/1509014-McPartland-Brad-Mehldau-Marian-McPartlands-Piano-Jazz-With-Guest-Brad-Mehldau,"[<Track '1' 'Conversation'>, <Track '2' 'From This Moment On'>, <Track '3' 'Conversation'>, <Track '4' ""Ron's Place"">, <Track '5' 'Conversation'>, <Track '6' 'Stella By Starlight'>, <Track '7' 'Conversation'>, <Track '8' 'I Get Along Without You Very Well'>, <Track '9' 'Conversation'>, <Track '10' 'When I Fall In Love'>, <Track '11' 'Conversation'>, <Track '12' 'Our Love Is Here To Stay'>, <Track '13' 'Conversation'>, <Track '14' 'I See Your Face Before Me'>, <Track '15' 'Conversation'>, <Track '16' 'No Particular View'>, <Track '17' 'Conversation'>]"
140,"('Andy Laverne', ""Tadd's Delight"")",15455540,Plays Tadd Dameron: Tadd's Delight,1995,https://www.discogs.com/release/15455540-Andy-LaVerne-Plays-Tadd-Dameron-Tadds-Delight,"[<Track '1' 'If You Could See Me Now'>, <Track '2' ""Tadd's Delight"">, <Track '3' 'Hot House'>, <Track '4' 'Tadley Ewing'>, <Track '5' 'The Squirrel'>, <Track '6' 'On A Misty Night'>, <Track '7' 'Good Bait'>, <Track '8' 'The Scene Is Clean'>, <Track '9' 'Soultrane'>, <Track '10' 'The Chase'>, <Track '11' 'Ladybird'>, <Track '12' 'Our Delight'>]"
141,"('Jason Moran', 'Modernistic')",2562105,Modernistic,2002,https://www.discogs.com/release/2562105-Jason-Moran-Modernistic,"[<Track '1' ""You've Got To Be Modernistic"">, <Track '2' 'Body And Soul'>, <Track '3' 'Planet Rock'>, <Track '4' 'Planet Rock Postscript'>, <Track '5' 'Time Into Space Into Time'>, <Track '6' 'Gangsterism On Irons'>, <Track '7' 'Moran Tonk Circa 1936'>, <Track '8' 'Passion'>, <Track '9' 'Gangsterism On A Lunchtable'>, <Track '10' 'Auf Einer Burg/ In A Fortress'>, <Track '11' 'Gentle Shifts South'>]"
142,"('Adam Birnbaum', 'Steinway Standards')",,,,,
